date	author_id	text	likes	retweets	replies	clean_text	sentiment	confidence
2025-11-17 06:00:00+00:00	786549338818224128	"Lonjakan Rombongan Whoosh, KCIC Catat Kenaikan Hingga 100%

PT KCIC mencatat peningkatan signifikan pada perjalanan rombongan Whoosh selama November 2025. Sejak dimulainya periode Promo Diskon Rombongan November yang menawarkan potongan hingga 20%, permintaan perjalanan rombongan https://t.co/V8Rs33ewCK"	0	0	0	lonjakan rombongan whoosh kcic catat kenaikan hingga kcic mencatat peningkatan signifikan perjalanan rombongan whoosh selama november sejak dimulainya periode promo diskon rombongan november menawarkan potongan hingga permintaan perjalanan rombongan	positive	0.6300106644630432
2025-11-17 05:52:08+00:00	1708350454755999744	"@mmarleyt @Jumianto_RK Satu2 bagaimana klo masalahnya banyak? Salah sstunya
1. Gratifikasi anak presiden kaesang privat jet
2. Nepotisme kk ipar MK paman
3. Whoosh
4. IKN
5. Ijasha palsu
6. Kasus tambang blok medan bobby..
Mau satu2??
Mau berharap apa sama lembaga yg pemimpinya aja diangkat sama dia."	0	0	1	satu bagaimana klo masalahnya banyak salah sstunya gratifikasi anak presiden kaesang privat jet nepotisme ipar paman whoosh ikn ijasha palsu kasus tambang blok medan bobby mau satu mau berharap apa sama lembaga pemimpinya aja diangkat sama	negative	0.8608513474464417
2025-11-17 05:45:31+00:00	1969782776380665856	@TobioKasep aaaaa semoga lancar whoosh selesai dan penyembuhannya juga cepeet. impaksi emang sesakit itu:””)	1	0	1	aaaaa semoga lancar whoosh selesai penyembuhannya cepeet impaksi emang sesakit	positive	0.4314400553703308
2025-11-17 05:43:56+00:00	368674205	Di luar Jawa kondisi jalan seperti ini amat banyak, maka berdoasalah para pendukung pembangunan kereta cepat Jakarta - Bandung - Surabaya-Banyuwangi, karena Indonesia tidak hanya Jawa saja https://t.co/Fz3rxSorNu	0	0	1	luar jawa kondisi jalan banyak berdoasalah pendukung pembangunan kereta cepat jakarta bandung surabaya banyuwangi indonesia jawa	neutral	0.5201075673103333
2025-11-17 05:42:52+00:00	844225029906747392	eh mual anjir after naik whoosh😭	0	0	0	mual anjir after naik whoosh	negative	0.8565369844436646
2025-11-17 05:41:04+00:00	1829493866522963968	@randomable_ Liat tuh @prabowo jgn Jawa centris,miris Indonesia yg gemah ripah loh jinawi jalannya masih begitu. Mending dana kereta cepat buat bikin jalan ini	0	0	0	liat tuh jgn jawa centris miris indonesia gemah ripah loh jinawi jalannya mending dana kereta cepat buat bikin jalan	negative	0.5109719038009644
2025-11-17 05:39:21+00:00	1433447210323116032	"@paperandsun @poetra_deny @bongchaebol @AldhitamaR @ajgjlzfvck @ErlingHaaland kan gwej dah bilang kak kalo grassfed very steril di biarin di jar baunya enak kek keju, which is increase in good bacteria

knp kalo susu pasteurisasi dibiarin di jar jd bosok? karena lactoferrin nya angus mengusp whoosh

kalo kek keju italy tuh cuman 40c, lactoferrin masih ada."	0	0	1	kan gwej dah bilang kak kalo grassfed very steril biarin jar baunya enak kek keju which increase good bacteria knp kalo susu pasteurisasi dibiarin jar bosok lactoferrin nya angus mengusp whoosh kalo kek keju italy tuh cuman lactoferrin	neutral	0.36881470680236816
2025-11-17 05:36:47+00:00	25254938	"@tempodotco Kemarin katanya ga mau ikut ikutan
https://t.co/Iwa35XNFYx"	0	0	2	kemarin katanya mau ikut ikutan	neutral	0.5687395930290222
2025-11-17 05:33:56+00:00	1816136322496749575	"@randomable_ Hasil kerja 2 periode sikowi 
Coba klo dana 100T whoosh dipakai perbaiki jalan di daerah yg diperlukan ribuan bahkan jutaan anak sekolah org sakit ke rumah sakit..kira2 dpt brp ribu km jalan?
Whooss hny dinikmati oleh secuil rakyat tp smua rakyat Indonesia ikut menanggung hutang"	0	0	1	hasil kerja periode sikowi coba klo dana whoosh dipakai perbaiki jalan daerah diperlukan ribuan bahkan jutaan anak sekolah org sakit rumah sakit kira dpt brp ribu jalan whooss hny dinikmati secuil rakyat smua rakyat indonesia ikut menanggung hutang	negative	0.4753139019012451
2025-11-17 05:28:39+00:00	1629530059265703938	"@SenopatiDiAnno Whoosh untungkan Cina saja, RI buntung karena korupsi Jkw. Kalau gak dikorupsi ada gambaran?
#AdiliJokowiGibran 
#AdiliJokowiGibran"	13	7	0	whoosh untungkan cina buntung korupsi jkw kalau gak dikorupsi gambaran	negative	0.7578921318054199
2025-11-17 05:22:08+00:00	1317750858256240640	"@4213f3 @cutsarina5 @prabowo @AskPerplexity Ya itu NGACO. Public Service itu gk selalu WAJIB

Mnrt UU kereta no 23 th 2007 yg WAJIB itu cm 
1. Kereta ekonomi jrk jauh
2. KRL komuter

Whoosh itu kyk pswt, makanya pakai skema bisnis B2B, gk pakai apbn

🤣"	0	0	1	ngaco public service selalu wajib mnrt kereta wajib kereta ekonomi jrk jauh krl komuter whoosh kyk pswt makanya pakai skema bisnis pakai apbn	negative	0.48773789405822754
2025-11-17 05:20:35+00:00	1770632076343361537	rutinitas tiap anterin bapakku cuti: mengantar/menjemput di stasiun whoosh https://t.co/HrT5RwbTnT	0	0	0	rutinitas tiap anterin bapakku cuti mengantar menjemput stasiun whoosh	neutral	0.6976128816604614
2025-11-17 05:18:48+00:00	1408757958389878787	‼️ Ettttt, kita nggak boleh langsung percaya sama pernyataan soal utang Whoosh cuma karena terdengar meyakinkan. Soalnya ada beberapa jebakan logika alias logical fallacy yang bisa bikin kita salah tangkap. ‼️	0	0	1	ettttt langsung percaya sama pernyataan soal utang whoosh cuma terdengar meyakinkan soalnya beberapa jebakan logika alias logical fallacy bikin salah tangkap	negative	0.780833899974823
2025-11-17 05:14:06+00:00	1408757958389878787	Biar nggak gampang kejebak narasi soal utang Whoosh, yuk kenalan dulu sama apa itu logical fallacy dan masalah nya 👇‼️ https://t.co/W621EXFXBq	0	0	1	biar gampang kejebak narasi soal utang whoosh yuk kenalan dulu sama apa logical fallacy masalah nya	neutral	0.6553806662559509
2025-11-17 05:02:05+00:00	1583722478358052864	@PngAdilnR4kyt Isu Whoosh menuntut transparansi penuh. Kebijakan yang keliru harus dipertanggungjawabkan agar publik tidak terus menanggung beban. Ini bukan serangan politik ini soal integritas negara dan keberanian mengoreksi kesalahan demi masa depan bangsa.	0	0	0	isu whoosh menuntut transparansi penuh kebijakan keliru dipertanggungjawabkan publik terus menanggung beban bukan serangan politik soal integritas negara keberanian mengoreksi kesalahan masa depan bangsa	negative	0.579740047454834
2025-11-17 05:00:37+00:00	1831597288755752960	@mulanbilqis Sabar ya adek2, jalan blm bisa diperbaiki, uangnya dipake bayar hutang WHOOSH selama 60 tahun.😔😔😔😔	2	1	0	sabar adek jalan blm diperbaiki uangnya dipake bayar hutang whoosh selama tahun	negative	0.7664547562599182
2025-11-17 05:00:01+00:00	18129942	Menkeu Purbaya Yudhi Sadewa meminta dilibatkan dalam negosiasi utang Whoosh agar keuangan negara tidak rugi besar. https://t.co/uRbVFNsmHj	326	54	12	menkeu purbaya yudhi sadewa meminta dilibatkan negosiasi utang whoosh keuangan negara rugi besar	neutral	0.5573952794075012
2025-11-17 04:50:24+00:00	1555488754089197568	"@RikeSants Tapi sprt biasa Luhut mlh blng whoosh sdh bisa menutup biaya operasionalnya. 😂
Mklm brsm JKW adlh penggagas sklgs bos whoosh. https://t.co/l4TOCKphnh"	0	0	1	sprt biasa luhut mlh blng whoosh sdh menutup biaya operasionalnya mklm brsm jkw adlh penggagas sklgs bos whoosh	negative	0.40039336681365967
2025-11-17 04:49:06+00:00	1639335104	@bestinformm Memang Rakyat tidak meminta kereta cepat Whoosh kereta PARAHIANGAN saja sudah bagus ko lebih ekonomis dan prestisius. Negara harus tau diri, Whoosh itu proyek yg dipaksakan karena ambisius Jokowi.	1	0	0	memang rakyat meminta kereta cepat whoosh kereta parahiangan bagus lebih ekonomis prestisius negara tau diri whoosh proyek dipaksakan ambisius jokowi	positive	0.5787596702575684
2025-11-17 04:47:32+00:00	1630749805734678529	"GEGER...

UBEDILLA BADRUN, PRABOWO HARUS DI TEGUR KERAS...

ATAS NAMA RAKYAT INDONESIA SKANDAL KERETA CEPAT WHOOSH PINTU MASUK BONGKAR KORUPSI JOKOWI....‼️

#AdiliJokowiGibran
#AdiliJokowiGibran
🆘🆗 https://t.co/bbYluU4N33"	68	40	3	geger ubedilla badrun prabowo tegur keras atas nama rakyat indonesia skandal kereta cepat whoosh pintu masuk bongkar korupsi jokowi	negative	0.6092147827148438
2025-11-17 04:42:28+00:00	1862864263305650176	@matchaapop biar naik whoosh whoosh wkwk	0	0	0	biar naik whoosh whoosh wkwk	neutral	0.4639219641685486
2025-11-17 04:38:28+00:00	171136307	@KAI121 @DOitSOOner93 Bilang aj- jujur buat nutupin Whoosh wkwkwkwk pake muter2	0	0	0	bilang jujur buat nutupin whoosh wkwkwkwk pake muter	neutral	0.5096757411956787
2025-11-17 04:30:33+00:00	1245574057665298433	@BrownisMatcha_ 1,2 juta cukup cari aja hotel yg 100k semalam dan PP naik travel kalau stay di hotel bintang 4 dan naik whoosh ga akan cukup nder	1	0	0	juta cukup cari aja hotel semalam naik travel kalau stay hotel bintang naik whoosh cukup nder	neutral	0.5798109769821167
2025-11-17 04:28:55+00:00	1245574057665298433	@BrownisMatcha_ @langstonbeckham Cukup nder di luar payment hotel dan tiket whoosh or travel	0	0	0	cukup nder luar payment hotel tiket whoosh travel	neutral	0.8113654851913452
2025-11-17 04:21:00+00:00	1749973810726772736	"@bestinformm @bestinformm 
@mohmahfudmd

@PurbayaYudhi 
Genjot Terus 
Agar 
Cepat 
Rampung &amp; Selesai 
Jalan Tol 
Jakarta - Bandung.

Maka 
Kreta Cepat 
KCIC / Whoosh 

Segera 
Di Kembali Kan 
Ke : China.

Seperti : 
Rencana 
Kreta Tanpa Rel Di IKN 
( Mobil / Lori )  
Di Balik Kan 
Ke : China https://t.co/HB7Yjqb1Vg"	0	0	0	genjot terus cepat rampung amp selesai jalan tol jakarta bandung kreta cepat kcic whoosh segera kan china rencana kreta rel ikn mobil lori balik kan china	neutral	0.49561700224876404
2025-11-17 04:16:15+00:00	1591803103333883904	"@DedynurPalakka Ini logika yang SESAT
Bangun IKN yg katanya investor oversubscribed, pamer
Nepotisme anaknya jadi wapres, pamer
Bangun kereta cepat whoosh katanya investasi, pamer

Giliran dimintain kasih liat ijazah malah ngumpet

Mullllll termullllll jilat trosss tuh kontol"	0	0	0	logika sesat bangun ikn katanya investor oversubscribed pamer nepotisme anaknya jadi wapres pamer bangun kereta cepat whoosh katanya investasi pamer giliran dimintain kasih liat ijazah malah ngumpet mullllll termullllll jilat trosss tuh kontol	negative	0.8598982095718384
2025-11-17 04:08:58+00:00	987590093346091008	@vaniepink Bagus tuh , nanti makin banyak KCIC dan IKN 🤣🤣	0	0	0	bagus tuh makin banyak kcic ikn	positive	0.7322298884391785
2025-11-17 04:08:14+00:00	1112580604682342400	@telyufess Gocar mau ngambil kok nder, aku udah sering bolak-balik Jakarta-Bandung pake whoosh dan alhamdulillah selalu ada driver yang mau ngambil orderan nya	0	0	0	gocar mau ngambil kok nder aku udah sering bolak balik jakarta bandung pake whoosh alhamdulillah selalu driver mau ngambil orderan nya	positive	0.5794188976287842
2025-11-17 04:03:29+00:00	267097201	@hbbhbtllh @KAI121 @soupgalantine Buat bayar utang whoosh, sama ngasih bonus akhir tahun buat direksi ama komisaris	0	0	0	buat bayar utang whoosh sama ngasih bonus akhir tahun buat direksi ama komisaris	neutral	0.5187893509864807
2025-11-17 04:02:12+00:00	1884976589039190016	"Ada yang kecewa nih kayaknya 

 ""Soal Utang Whoosh, Purbaya Ikut Arahan Presiden"" https://t.co/hbL1w0K7Ni"	10	2	2	kecewa nih kayaknya soal utang whoosh purbaya ikut arahan presiden	negative	0.8334140181541443
